0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
571.723000000,0,0,0,0,0,0,0,0,0,0,0,0
571.723000000,0,0,0,0,0,0,0,0,0,0,0,0
571.744000000,-9.91031e-06,-3.18766e-06,0.898567,3.55468e-06,-1.1212e-05,4.56522e-09,-0.708025,-1.32009,1.24201,0.00600827,-0.0208287,-0.0167174
571.763000000,-9.91031e-06,-3.18766e-06,0.898567,3.55468e-06,-1.1212e-05,4.56522e-09,-0.708025,-1.32009,1.24201,0.00600827,-0.0208287,-0.0167174
571.783000000,-6.10951e-06,-9.07389e-06,0.898567,1.00949e-05,-6.98893e-06,4.55487e-09,0.583672,-1.28167,0.926508,0.00578896,-0.0229915,0.0255269
571.803000000,-6.10951e-06,-9.07389e-06,0.898567,1.00949e-05,-6.98893e-06,4.55487e-09,0.583672,-1.28167,0.926508,0.00578896,-0.0229915,0.0255269
571.823000000,-1.09265e-05,-8.59287e-06,0.898567,9.56047e-06,-1.23412e-05,4.54011e-09,0.626518,-1.33899,0.946948,0.00591478,-0.0228789,0.0253661
571.843000000,-1.09265e-05,-8.59287e-06,0.898567,9.56047e-06,-1.23412e-05,4.54011e-09,0.626518,-1.33899,0.946948,0.00591478,-0.0228789,0.0253661
571.863000000,-1.09265e-05,-8.59287e-06,0.898567,9.56047e-06,-1.23412e-05,4.54011e-09,0.668935,-1.39625,0.983068,0.00598631,-0.0227149,0.0251615
571.885000000,-8.24391e-06,-5.11226e-06,0.898567,5.69313e-06,-9.36051e-06,4.56383e-09,0.711627,-1.45343,1.03487,0.00586095,-0.0223277,0.0249568
571.903000000,-8.24391e-06,-5.11226e-06,0.898567,5.69313e-06,-9.36051e-06,4.56383e-09,0.711627,-1.45343,1.03487,0.00586095,-0.0223277,0.0249568
571.923000000,-9.76019e-06,-5.01984e-06,0.898567,5.59044e-06,-1.10453e-05,4.55902e-09,0.711627,-1.45343,1.03487,0.00586095,-0.0223277,0.0249568
571.944000000,-9.42794e-06,-9.9025e-06,0.898567,1.10156e-05,-1.06761e-05,4.5396e-09,0.754692,-1.51052,1.10234,0.00576809,-0.0220436,0.0253018
571.964000000,-9.42794e-06,-9.9025e-06,0.898567,1.10156e-05,-1.06761e-05,4.5396e-09,0.754692,-1.51052,1.10234,0.00576809,-0.0220436,0.0253018
571.983000000,-5.98715e-06,-5.75351e-06,0.898567,6.40562e-06,-6.85305e-06,4.56741e-09,0.797353,-1.56756,1.1855,0.0058022,-0.0217113,0.0256737
572.003000000,-5.98715e-06,-5.75351e-06,0.898567,6.40562e-06,-6.85305e-06,4.56741e-09,0.949619,-0.574045,0.816995,0.00334934,-0.00940431,0.019117
572.023000000,-9.92756e-06,-6.90251e-06,0.898567,7.68229e-06,-1.12313e-05,4.55364e-09,0.949619,-0.574045,0.816995,0.00334934,-0.00940431,0.019117
572.049000000,-7.3265e-07,-1.31887e-07,0.898567,1.59383e-07,-1.01474e-06,4.58319e-09,0.965144,-0.58088,0.821906,0.00373667,-0.00943216,0.0189549
572.063000000,-4.9103e-06,-8.66291e-06,0.898567,9.6383e-06,-5.65658e-06,4.56262e-09,0.981005,-0.587883,0.842498,0.00390591,-0.0092649,0.019023
572.084000000,-4.9103e-06,-8.66291e-06,0.898567,9.6383e-06,-5.65658e-06,4.56262e-09,0.981005,-0.587883,0.842498,0.00390591,-0.0092649,0.019023
